Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Mass Error PPM,Protein
Internal Standard,170601_Poo_Pro_Half2,Heavy Taurine,9.7,15325983,0,1344658,-7.7,Internal Standard
Internal Standard,170601_Poo_Pro_Half3,Heavy Taurine,9.7,15147204,0,1380773,-8,Internal Standard
Internal Standard,170601_Poo_Vesicles_Full1,Heavy Taurine,10.54,7128370,0,700750,-7.5,Internal Standard
Internal Standard,170601_Poo_Vesicles_Full2,Heavy Taurine,10.54,7478854,0,761848,-7.3,Internal Standard
Internal Standard,170601_Poo_Vesicles_Full3,Heavy Taurine,10.56,7631452,0,720474,-7.6,Internal Standard
Internal Standard,170601_Poo_Vesicles_Half1,Heavy Taurine,10.04,5235107,0,494815,-8.1,Internal Standard
Internal Standard,170601_Poo_Vesicles_Half2,Heavy Taurine,10.03,5865162,0,579769,-7.9,Internal Standard
Internal Standard,170601_Poo_Vesicles_Half3,Heavy Taurine,10,5661741,0,508397,-7.8,Internal Standard
Internal Standard,170601_Smp_Pro9312_A,Heavy Taurine,10.14,21751470,81512,2139504,-7.9,Internal Standard
Internal Standard,170601_Smp_Pro9312_B,Heavy Taurine,10.01,21244030,0,1966552,-7.4,Internal Standard
Internal Standard,170601_Smp_Pro9312_C,Heavy Taurine,10.15,22289672,120383,2174894,-7.6,Internal Standard
Internal Standard,170601_Smp_Pro9313_A,Heavy Taurine,10.12,15051122,0,1376296,-8,Internal Standard
Internal Standard,170601_Smp_Pro9313_B,Heavy Taurine,10.14,16425751,59770,1573595,-7.6,Internal Standard
Internal Standard,170601_Smp_Pro9313_C,Heavy Taurine,10.14,19313978,206901,1801313,-7.6,Internal Standard
Internal Standard,170601_Smp_Vesicle9312_1,Heavy Taurine,10.57,6648554,0,643908,-7.2,Internal Standard
Internal Standard,170601_Smp_Vesicle9312_2,Heavy Taurine,10.61,6587405,13266,687744,-7.8,Internal Standard
Internal Standard,170601_Smp_Vesicle9312_3,Heavy Taurine,10.48,7598514,29409,799820,-7.8,Internal Standard
Internal Standard,170601_Smp_Vesicle9313_1,Heavy Taurine,10.53,6949969,0,687231,-7.4,Internal Standard
Internal Standard,170601_Smp_Vesicle9313_2,Heavy Taurine,10.48,7036273,0,712775,-7.6,Internal Standard
Internal Standard,170601_Smp_Vesicle9313_3,Heavy Taurine,10.51,7297962,0,721203,-7.5,Internal Standard
Internal Standard,170601_Std_4uMStdsInMatrix_1,Heavy Taurine,9.81,6175228,0,508223,-8,Internal Standard
Internal Standard,170601_Std_4uMStdsInMatrix_2,Heavy Taurine,9.18,6996141,0,606998,-8.3,Internal Standard
Internal Standard,170601_Std_4uMStdsInMatrix_3,Heavy Taurine,8.85,7488500,0,572371,-8.2,Internal Standard
Internal Standard,170601_Blk_1a,Heavy Sulfolactic Acid,12.91,79156384,403967,6505844,-4,Internal Standard
Internal Standard,170601_Blk_1b,Heavy Sulfolactic Acid,12.89,73590088,312472,6021583,-4.2,Internal Standard
Internal Standard,170601_Blk_1c,Heavy Sulfolactic Acid,12.86,73153696,554063,5804647,-4.1,Internal Standard
Internal Standard,170601_Blk_2a,Heavy Sulfolactic Acid,12.97,69155240,316280,6024356,-4.4,Internal Standard
Internal Standard,170601_Blk_2b,Heavy Sulfolactic Acid,12.97,70510208,214856,6504283,-4.4,Internal Standard
Internal Standard,170601_Blk_2c,Heavy Sulfolactic Acid,12.96,68871560,383824,6735094,-4.1,Internal Standard
Internal Standard,170601_Blk_ProcessBlk_1,Heavy Sulfolactic Acid,12.99,6988727,0,521832,-4.4,Internal Standard
Internal Standard,170601_Blk_ProcessBlk_2,Heavy Sulfolactic Acid,12.97,6834336,0,543476,-4.3,Internal Standard
Internal Standard,170601_Blk_ProcessBlk_3,Heavy Sulfolactic Acid,12.78,7035868,0,488214,-4.4,Internal Standard
Internal Standard,170601_Poo_Pro_Full1,Heavy Sulfolactic Acid,12.97,9590118,0,897040,-3.4,Internal Standard
Internal Standard,170601_Poo_Pro_Full2,Heavy Sulfolactic Acid,12.96,9143803,0,767233,-3.9,Internal Standard
Internal Standard,170601_Poo_Pro_Full3,Heavy Sulfolactic Acid,12.96,8920365,0,772091,-4,Internal Standard
Internal Standard,170601_Poo_Pro_Half1,Heavy Sulfolactic Acid,12.96,3990703,0,396772,-4,Internal Standard
Internal Standard,170601_Poo_Pro_Half2,Heavy Sulfolactic Acid,12.91,4588551,0,389238,-3.7,Internal Standard
Internal Standard,170601_Poo_Pro_Half3,Heavy Sulfolactic Acid,12.94,4095807,0,343216,-4,Internal Standard
Internal Standard,170601_Poo_Vesicles_Full1,Heavy Sulfolactic Acid,12.83,71114792,759471,5778750,-4,Internal Standard
Internal Standard,170601_Poo_Vesicles_Full2,Heavy Sulfolactic Acid,12.7,74427616,793839,5871435,-3.9,Internal Standard
Internal Standard,170601_Poo_Vesicles_Full3,Heavy Sulfolactic Acid,12.69,74441272,197583,6173107,-4.2,Internal Standard
Internal Standard,170601_Poo_Vesicles_Half1,Heavy Sulfolactic Acid,12.76,35855108,0,3019077,-4.3,Internal Standard
Internal Standard,170601_Poo_Vesicles_Half2,Heavy Sulfolactic Acid,12.64,40718140,0,3190167,-4,Internal Standard
Internal Standard,170601_Poo_Vesicles_Half3,Heavy Sulfolactic Acid,12.61,39392872,75413,3146090,-4,Internal Standard
Internal Standard,170601_Smp_Pro9312_A,Heavy Sulfolactic Acid,12.99,9263008,0,889112,-4,Internal Standard
Internal Standard,170601_Smp_Pro9312_B,Heavy Sulfolactic Acid,12.94,7736440,0,704577,-3.5,Internal Standard
Internal Standard,170601_Smp_Pro9312_C,Heavy Sulfolactic Acid,13.01,8818365,0,863153,-3.9,Internal Standard
Internal Standard,170601_Smp_Pro9313_A,Heavy Sulfolactic Acid,12.97,9354015,37992,766401,-3.8,Internal Standard
Internal Standard,170601_Smp_Pro9313_B,Heavy Sulfolactic Acid,12.99,7930789,0,723547,-3.8,Internal Standard
Internal Standard,170601_Smp_Pro9313_C,Heavy Sulfolactic Acid,12.99,8094297,0,675141,-3.9,Internal Standard
Internal Standard,170601_Smp_Vesicle9312_1,Heavy Sulfolactic Acid,12.85,73313688,574598,6067749,-3.9,Internal Standard
Internal Standard,170601_Smp_Vesicle9312_2,Heavy Sulfolactic Acid,12.81,67279792,680832,5908827,-4.1,Internal Standard
Internal Standard,170601_Smp_Vesicle9312_3,Heavy Sulfolactic Acid,12.72,74053992,0,5684262,-4.2,Internal Standard
Internal Standard,170601_Smp_Vesicle9313_1,Heavy Sulfolactic Acid,12.83,67655624,102339,5653053,-3.8,Internal Standard
Internal Standard,170601_Smp_Vesicle9313_2,Heavy Sulfolactic Acid,12.72,72180712,457735,5793880,-4.3,Internal Standard
Internal Standard,170601_Smp_Vesicle9313_3,Heavy Sulfolactic Acid,12.8,69424880,435180,5750005,-4.2,Internal Standard
Internal Standard,170601_Std_4uMStdsInMatrix_1,Heavy Sulfolactic Acid,13.1,1926335,0,195407,-3.8,Internal Standard
Internal Standard,170601_Std_4uMStdsInMatrix_2,Heavy Sulfolactic Acid,12.83,2419387,0,198308,-4,Internal Standard
Internal Standard,170601_Std_4uMStdsInMatrix_3,Heavy Sulfolactic Acid,12.43,2801117,0,222755,-3.9,Internal Standard
Internal Standard,170601_Blk_1a,Heavy Isotheonic Acid,4.89,101275784,445873,1732119,-8.1,Internal Standard
Internal Standard,170601_Blk_1b,Heavy Isotheonic Acid,4.85,55652064,0,837008,-8.1,Internal Standard
Internal Standard,170601_Blk_1c,Heavy Isotheonic Acid,4.77,55245320,0,839999,-8.5,Internal Standard
Internal Standard,170601_Blk_2a,Heavy Isotheonic Acid,4.96,41171748,0,600739,-8.3,Internal Standard
Internal Standard,170601_Blk_2b,Heavy Isotheonic Acid,4.94,43534800,0,687383,-8.3,Internal Standard
Internal Standard,170601_Blk_2c,Heavy Isotheonic Acid,4.88,50296300,0,779161,-8.1,Internal Standard
Internal Standard,170601_Blk_ProcessBlk_1,Heavy Isotheonic Acid,5.37,96659144,800169,3809955,-8.6,Internal Standard
Internal Standard,170601_Blk_ProcessBlk_2,Heavy Isotheonic Acid,5.47,93258368,604474,3478491,-8.7,Internal Standard
Internal Standard,170601_Blk_ProcessBlk_3,Heavy Isotheonic Acid,4.97,49763512,331911,1991192,-8.4,Internal Standard
Internal Standard,170601_Poo_Pro_Full1,Heavy Isotheonic Acid,5.25,95176040,0,1943684,-7.8,Internal Standard
Internal Standard,170601_Poo_Pro_Full2,Heavy Isotheonic Acid,5.23,89831816,0,1648839,-8.2,Internal Standard
Internal Standard,170601_Poo_Pro_Full3,Heavy Isotheonic Acid,5.16,83585512,0,1562060,-8.3,Internal Standard
Internal Standard,170601_Poo_Pro_Half1,Heavy Isotheonic Acid,5.34,49290620,0,1060873,-8,Internal Standard
Internal Standard,170601_Poo_Pro_Half2,Heavy Isotheonic Acid,5.23,53714364,0,1155396,-8,Internal Standard
Internal Standard,170601_Poo_Pro_Half3,Heavy Isotheonic Acid,5.18,42490792,0,929812,-8.4,Internal Standard
Internal Standard,170601_Poo_Vesicles_Full1,Heavy Isotheonic Acid,4.73,103016264,0,1766263,-7.8,Internal Standard
Internal Standard,170601_Poo_Vesicles_Full2,Heavy Isotheonic Acid,4.59,78693192,0,1188904,-8,Internal Standard
Internal Standard,170601_Poo_Vesicles_Full3,Heavy Isotheonic Acid,4.56,60960924,0,934869,-8,Internal Standard
Internal Standard,170601_Poo_Vesicles_Half1,Heavy Isotheonic Acid,4.73,23384652,0,407530,-8.1,Internal Standard
Internal Standard,170601_Poo_Vesicles_Half2,Heavy Isotheonic Acid,4.57,34602212,0,639235,-8.2,Internal Standard
Internal Standard,170601_Poo_Vesicles_Half3,Heavy Isotheonic Acid,4.59,44772080,0,778423,-7.8,Internal Standard
Internal Standard,170601_Smp_Pro9312_A,Heavy Isotheonic Acid,5.31,85606784,0,1724425,-8.4,Internal Standard
Internal Standard,170601_Smp_Pro9312_B,Heavy Isotheonic Acid,5.21,69939304,0,1387422,-8,Internal Standard
Internal Standard,170601_Smp_Pro9312_C,Heavy Isotheonic Acid,5.18,79974536,0,1498997,-8.2,Internal Standard
Internal Standard,170601_Smp_Pro9313_A,Heavy Isotheonic Acid,5.1,81202896,0,1481479,-7.9,Internal Standard
Internal Standard,170601_Smp_Pro9313_B,Heavy Isotheonic Acid,5.33,69793512,0,1399257,-8.1,Internal Standard
Internal Standard,170601_Smp_Pro9313_C,Heavy Isotheonic Acid,5.09,72684752,0,1294383,-8,Internal Standard
Internal Standard,170601_Smp_Vesicle9312_1,Heavy Isotheonic Acid,4.81,62559116,0,989470,-7.9,Internal Standard
Internal Standard,170601_Smp_Vesicle9312_2,Heavy Isotheonic Acid,4.75,60483556,0,1011618,-7.9,Internal Standard
Internal Standard,170601_Smp_Vesicle9312_3,Heavy Isotheonic Acid,4.59,75100744,0,1139539,-8.2,Internal Standard
Internal Standard,170601_Smp_Vesicle9313_1,Heavy Isotheonic Acid,4.8,65449860,0,1107065,-7.9,Internal Standard
Internal Standard,170601_Smp_Vesicle9313_2,Heavy Isotheonic Acid,4.59,59835488,0,931758,-8,Internal Standard
Internal Standard,170601_Smp_Vesicle9313_3,Heavy Isotheonic Acid,4.78,58367492,0,890044,-8,Internal Standard
Internal Standard,170601_Std_4uMStdsInMatrix_1,Heavy Isotheonic Acid,5.63,10813129,0,267435,-8.4,Internal Standard
Internal Standard,170601_Std_4uMStdsInMatrix_2,Heavy Isotheonic Acid,4.87,9453746,0,247993,-8.3,Internal Standard
Internal Standard,170601_Std_4uMStdsInMatrix_3,Heavy Isotheonic Acid,4.62,10080973,0,227489,-8.2,Internal Standard
Internal Standard,170601_Blk_1a,Heavy AMP,10.7,10200,0,6009,3.6,Internal Standard
Internal Standard,170601_Blk_1b,Heavy AMP,6.27,10315,0,7708,1.6,Internal Standard
Internal Standard,170601_Blk_1c,Heavy AMP,6.21,32421,0,15753,0.1,Internal Standard
Internal Standard,170601_Blk_2a,Heavy AMP,6.25,84690,0,28251,-1.1,Internal Standard
Internal Standard,170601_Blk_2b,Heavy AMP,6.17,59958,0,18176,-0.4,Internal Standard
Internal Standard,170601_Blk_2c,Heavy AMP,6.54,12605,0,7134,-1.2,Internal Standard
Internal Standard,170601_Blk_ProcessBlk_1,Heavy AMP,11.25,71108824,1160602,3410791,1.1,Internal Standard
Internal Standard,170601_Blk_ProcessBlk_2,Heavy AMP,11.26,72547640,777597,3325946,1.3,Internal Standard
Internal Standard,170601_Blk_ProcessBlk_3,Heavy AMP,11.13,76230720,1091246,2867260,1.2,Internal Standard
Internal Standard,170601_Poo_Pro_Full1,Heavy AMP,11.35,70888240,1321744,2789483,1.7,Internal Standard
Internal Standard,170601_Poo_Pro_Full2,Heavy AMP,11.39,74484568,195548,2784073,1.4,Internal Standard
Internal Standard,170601_Poo_Pro_Full3,Heavy AMP,11.39,68796440,1092726,2454867,1.1,Internal Standard
Internal Standard,170601_Poo_Pro_Half1,Heavy AMP,11.29,37828256,74644,1680289,1.4,Internal Standard
Internal Standard,170601_Poo_Pro_Half2,Heavy AMP,11.32,38872392,0,1454339,1.5,Internal Standard
Internal Standard,170601_Poo_Pro_Half3,Heavy AMP,11.37,38081344,0,1456060,1.4,Internal Standard
Internal Standard,170601_Poo_Vesicles_Full1,Heavy AMP,5.84,14659,0,8052,-0.5,Internal Standard
Internal Standard,170601_Poo_Vesicles_Full2,Heavy AMP,5.82,12563,0,12741,-7.1,Internal Standard
Internal Standard,170601_Poo_Vesicles_Full3,Heavy AMP,5.93,27905,0,20748,0.1,Internal Standard
Internal Standard,170601_Poo_Vesicles_Half1,Heavy AMP,6.17,14005,0,8145,-1.2,Internal Standard
Internal Standard,170601_Poo_Vesicles_Half2,Heavy AMP,#N/A,#N/A,#N/A,#N/A,#N/A,Internal Standard
Internal Standard,170601_Poo_Vesicles_Half3,Heavy AMP,#N/A,#N/A,#N/A,#N/A,#N/A,Internal Standard
Internal Standard,170601_Smp_Pro9312_A,Heavy AMP,11.39,70305592,0,2831551,1.1,Internal Standard
Internal Standard,170601_Smp_Pro9312_B,Heavy AMP,11.41,70750528,761780,2625525,1.6,Internal Standard
Internal Standard,170601_Smp_Pro9312_C,Heavy AMP,11.4,65814688,208237,2736416,1.4,Internal Standard
Internal Standard,170601_Smp_Pro9313_A,Heavy AMP,11.39,65476440,511458,2655785,1.5,Internal Standard
Internal Standard,170601_Smp_Pro9313_B,Heavy AMP,11.4,64252020,277420,2592205,1.5,Internal Standard
Internal Standard,170601_Smp_Pro9313_C,Heavy AMP,11.35,71573880,47865,2465435,1.4,Internal Standard
Internal Standard,170601_Smp_Vesicle9312_1,Heavy AMP,19.49,0,0,0,#N/A,Internal Standard
Internal Standard,170601_Smp_Vesicle9312_2,Heavy AMP,5.71,15932,0,13747,1.7,Internal Standard
Internal Standard,170601_Smp_Vesicle9312_3,Heavy AMP,5.69,18176,0,18579,-0.9,Internal Standard
Internal Standard,170601_Smp_Vesicle9313_1,Heavy AMP,6.67,11902,0,9220,-3,Internal Standard
Internal Standard,170601_Smp_Vesicle9313_2,Heavy AMP,10.64,0,0,0,#N/A,Internal Standard
Internal Standard,170601_Smp_Vesicle9313_3,Heavy AMP,6.05,13087,0,8509,0.5,Internal Standard
Internal Standard,170601_Std_4uMStdsInMatrix_1,Heavy AMP,11.45,14392944,118240,750230,1.5,Internal Standard
Internal Standard,170601_Std_4uMStdsInMatrix_2,Heavy AMP,11.24,16701347,0,600246,1.4,Internal Standard
Internal Standard,170601_Std_4uMStdsInMatrix_3,Heavy AMP,10.72,22136506,0,685856,1.3,Internal Standard
Internal Standard,170601_Blk_1a,Heavy GMP,6.49,26079,0,10513,-0.6,Internal Standard
Internal Standard,170601_Blk_1b,Heavy GMP,16.67,0,0,0,#N/A,Internal Standard
Internal Standard,170601_Blk_1c,Heavy GMP,11.07,9824,0,8357,9.6,Internal Standard
Internal Standard,170601_Blk_2a,Heavy GMP,19.73,0,0,0,#N/A,Internal Standard
Internal Standard,170601_Blk_2b,Heavy GMP,6.5,13764,0,7839,-3.1,Internal Standard
Internal Standard,170601_Blk_2c,Heavy GMP,6.05,13425,0,7199,1.9,Internal Standard
Internal Standard,170601_Blk_ProcessBlk_1,Heavy GMP,13.5,12530493,88573,722424,1,Internal Standard
Internal Standard,170601_Blk_ProcessBlk_2,Heavy GMP,13.49,12609625,0,734345,1.1,Internal Standard
Internal Standard,170601_Blk_ProcessBlk_3,Heavy GMP,13.41,13938627,0,690732,1,Internal Standard
Internal Standard,170601_Poo_Pro_Full1,Heavy GMP,13.43,1463626,0,235696,1.5,Internal Standard
Internal Standard,170601_Poo_Pro_Full2,Heavy GMP,13.41,2548069,0,210223,1.1,Internal Standard
Internal Standard,170601_Poo_Pro_Full3,Heavy GMP,13.43,1760472,0,238073,0.9,Internal Standard
Internal Standard,170601_Poo_Pro_Half1,Heavy GMP,13.48,3123271,0,305749,0.9,Internal Standard
Internal Standard,170601_Poo_Pro_Half2,Heavy GMP,13.48,2491678,0,291517,1.1,Internal Standard
Internal Standard,170601_Poo_Pro_Half3,Heavy GMP,13.46,2227769,0,256619,1,Internal Standard
Internal Standard,170601_Poo_Vesicles_Full1,Heavy GMP,6.11,15962,0,8271,0.1,Internal Standard
Internal Standard,170601_Poo_Vesicles_Full2,Heavy GMP,5.61,0,0,0,#N/A,Internal Standard
Internal Standard,170601_Poo_Vesicles_Full3,Heavy GMP,6.14,0,0,0,#N/A,Internal Standard
Internal Standard,170601_Poo_Vesicles_Half1,Heavy GMP,10.67,0,0,0,#N/A,Internal Standard
Internal Standard,170601_Poo_Vesicles_Half2,Heavy GMP,5.44,0,0,0,#N/A,Internal Standard
Internal Standard,170601_Poo_Vesicles_Half3,Heavy GMP,5.97,0,0,0,#N/A,Internal Standard
Internal Standard,170601_Smp_Pro9312_A,Heavy GMP,13.44,2536600,11346,342389,0.4,Internal Standard
Internal Standard,170601_Smp_Pro9312_B,Heavy GMP,13.44,2741283,0,307752,1.3,Internal Standard
Internal Standard,170601_Smp_Pro9312_C,Heavy GMP,13.46,2046454,0,311847,1,Internal Standard
Internal Standard,170601_Smp_Pro9313_A,Heavy GMP,13.46,1741009,0,256106,1.2,Internal Standard
Internal Standard,170601_Smp_Pro9313_B,Heavy GMP,13.46,1522439,0,255353,1.1,Internal Standard
Internal Standard,170601_Smp_Pro9313_C,Heavy GMP,13.45,1349443,0,214123,1.2,Internal Standard
Internal Standard,170601_Smp_Vesicle9312_1,Heavy GMP,5.69,7661,0,0,-0.8,Internal Standard
Internal Standard,170601_Smp_Vesicle9312_2,Heavy GMP,6.09,19597,0,17915,0.3,Internal Standard
Internal Standard,170601_Smp_Vesicle9312_3,Heavy GMP,5.71,13700,0,14062,10.1,Internal Standard
Internal Standard,170601_Smp_Vesicle9313_1,Heavy GMP,5.98,6477,0,0,-3.9,Internal Standard
Internal Standard,170601_Smp_Vesicle9313_2,Heavy GMP,5.81,0,0,0,#N/A,Internal Standard
Internal Standard,170601_Smp_Vesicle9313_3,Heavy GMP,11.45,6945,0,6751,-4.9,Internal Standard
Internal Standard,170601_Std_4uMStdsInMatrix_1,Heavy GMP,13.62,2052116,0,164508,1.1,Internal Standard
Internal Standard,170601_Std_4uMStdsInMatrix_2,Heavy GMP,13.43,1640080,0,140056,1,Internal Standard
Internal Standard,170601_Std_4uMStdsInMatrix_3,Heavy GMP,13.15,2295002,0,223086,1,Internal Standard
